District,PS Name,FIR No,Date Report,Date Accident,Time Report,Time Accident,Sections,Accident type,Death,Grievous,Minor,Pedestrian,Cyclist,Latitude,Longitude,Place of Occurance,Type Area,City/Town/ Village,Lanes Road,Divider,Spot Accident,Weather,T -Junction,Collision,Type Road,Road Features,Visibility,Traffic Control,Accussed Vehicle,Victim Vehicle
IDUKKI,Rajakkadu,2541/2000,16/01/2020,30/12/2020,17:00:00,17:45:00,MO(Grevious),Grevious Injury,0,1,0,0,0,8.7209728,76.8127298,ALAMCODE,Rural,Town,Single,yes,In Open area,Sunny/Clear,Four arm junction,Other,National Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Peerumedu,2542/2000,24/01/2020,20/01/2020,13:30:00,11:30:00,"279,337",Minor Injury,0,0,1,0,0,8.6871009,76.8213799,ITI JN,Rural,Town,Single,yes,Institutional Area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Torus
IDUKKI,Nedumkandam,2543/2000,25/01/2020,25/01/2020,11:56:00,14:30:00,"279,337",Grevious Injury,0,1,0,0,0,8.726869,76.73767,NEAR AYANTHI NCC OFFICE,Rural,Village,Double,no,In Residential area,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kumali,2544/2000,15/01/2020,14/01/2020,14:20:00,11:45:00,"279,337,338,184 R/W S.184",Grevious Injury,0,1,0,1,0,8.4901,77.0757,THOONGAMPARA,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Vellathooval,2545/2000,20/01/2020,03/12/2020,12:06:00,19:00:00,"279,338",Grevious Injury,0,1,0,0,0,8.731813,76.716921,NEAR GOVTMODEL SCHOOL VARKALA,Rural,Town,Double,no,Institutional Area,Cloudy,NA,Hit and run,Other Road,Straight Road,Not Known,Uncontrolled,Motor Cycle,Scooter
IDUKKI,Kattappana,2546/2000,18/01/2020,06/01/2020,09:50:00,14:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.7,76.8,PONGANADU,Rural,Village,Single,no,In Open area,Sunny/Clear,Y- junction,Skidding,Other Road,Straight Road,Good,Uncontrolled,Scooter,Car
IDUKKI,Adimali,2547/2000,06/01/2020,05/01/2020,12:40:00,08:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.598061,76.963081,CHETTIVILA JN,Rural,Village,Single,no,Near bus stop,Sunny/Clear,Y- junction,Head on Collision,Other Road,Curved Road,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kaliyar,2548/2000,16/01/2020,14/01/2020,14:30:00,19:30:00,"279,338",Grevious Injury,0,1,1,0,0,8.706756,76.8132046,NEAR TOWN HALL,Rural,Town,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kattappana,2549/2000,14/01/2020,13/01/2020,11:50:00,18:20:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.7113085,76.8121689,PULIMOODU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Scooter,Scooter
IDUKKI,Adimali,2550/2000,02/01/2020,25/12/2020,11:00:00,13:15:00,MO(Death),Grevious Injury,0,1,0,0,0,8.3194052,77.1077008,PECHANTHA,Rural,Village,Single,no,Other,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kanjar,2551/2000,20/01/2020,17/01/2020,18:47:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.475624,77.063747,CHEENIVILA CHRIST NAGAR SCHOL,Rural,Village,Single,no,Institutional Area,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Car,Auto rickshaw
IDUKKI,Adimali,2552/2000,10/01/2020,09/01/2020,11:30:00,09:00:00,"279,337",Fatal,1,0,0,0,0,8.599527,76.818567,SANTHIPURAM,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Adimali,2553/2000,07/01/2020,04/01/2020,00:15:00,19:00:00,"279,337,338",Fatal,1,0,0,0,0,8.63296,76.796747,MADANVILA BRIDGE,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit Fix / Stationary Object,Other Road,Others,Good,Uncontrolled,Scooter,Car
IDUKKI,Nedumkandam,2554/2000,25/01/2020,25/01/2020,19:45:00,18:00:00,MO(Death),Fatal,1,0,0,1,0,8.600103,76.818166,MARYANADU,Rural,Village,Single,no,In Residential area,Sunny/Clear,NA,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Nedumkandam,2555/2000,28/01/2020,28/01/2020,17:19:00,10:00:00,"279,337,338,304(A)",Grevious Injury,0,1,0,0,0,8.529052,77.122778,KALLIKADU NEAR PETROLPUMP,Rural,Village,Single,no,Near petrol pump,Sunny/Clear,NA,Run off the Road,Other Road,Curved Road,Poor,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Kanjar,2556/2000,19/01/2020,18/01/2020,16:40:00,19:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.537173,77.086131,POOVACHAL PLAIINADA,Rural,Village,Single,no,Near a religious place,Cloudy,NA,Hit from Side,Other Road,Curved Road,Poor,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Karimkunnam,2557/2000,21/01/2020,17/01/2020,10:45:00,17:00:00,"279,337,338",Grevious Injury,0,1,0,0,1,8.597441,76.817674,SANTHIPURAM,Rural,Village,Single,no,In Residential area,Sunny/Clear,T- Junction,Other,Other Road,Others,Good,Uncontrolled,Scooter,Auto rickshaw
IDUKKI,Rajakkadu,2558/2000,17/01/2020,16/01/2020,11:00:00,22:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.52042,77.085809,NEAR NAKRAMCHIRA,Rural,Village,Single,no,Near bus stop,Cloudy,NA,Hit from Side,Other Road,Curved Road,Poor,Uncontrolled,Scooter,Auto rickshaw
IDUKKI,Peerumedu,2559/2000,14/01/2020,06/01/2020,12:30:00,17:41:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.6972864,76.8312537,AMBALAMUKKU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Kumali,2560/2000,02/01/2020,31/12/2020,10:30:00,08:45:00,"279,337",Grevious Injury,0,1,0,1,0,8.7212766,76.8120175,IN FRONT OF ALAMCODE MOSQUE,Rural,Town,Single,no,Near a religious place,Sunny/Clear,NA,Hit Pedestrian,National Highway,Ongoing Road Works/Under Construction,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Kumali,2561/2000,20/01/2020,19/01/2020,19:08:00,20:30:00,"279,337",Grevious Injury,0,1,0,0,0,8.7823,76.8788,PAPPALA,Rural,Village,Single,no,In Open area,Mist/Fog,T- Junction,Head on Collision,State Highway,Others,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Rajakkadu,2562/2000,06/01/2020,06/01/2020,10:45:00,11:30:00,"279,427",Grevious Injury,0,1,0,0,0,8.721699,76.828776,PUTHIYATHADAM,Rural,Village,Double,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,State Highway,Others,Good,Uncontrolled,Scooter,Scooter
IDUKKI,Adimali,2563/2000,06/01/2020,03/01/2020,19:50:00,16:52:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.73705,76.84467,NEYTHUSALA,Rural,Village,Double,no,Near bus stop,Sunny/Clear,NA,Hit from Back,Other Road,Others,Good,Uncontrolled,Scooter,Auto rickshaw
IDUKKI,Kanjar,2564/2000,08/01/2020,06/01/2020,15:30:00,04:30:00,"279,337,338",Minor Injury,0,0,1,0,0,8.7577,76.8628,CHENKIKKUNNU,Rural,Village,Single,no,In Open area,Mist/Fog,NA,Hit from Side,State Highway,Others,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kanjar,2565/2000,05/01/2020,09/09/2020,08:45:00,04:00:00,"279,337,338",Fatal,1,0,0,0,0,8.74323,76.8972,PULIMATH,Rural,Village,Double,no,Other,Mist/Fog,NA,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Lorry,Car
IDUKKI,Kanjar,2566/2000,15/01/2020,12/01/2020,11:00:00,17:00:00,279,Grevious Injury,0,1,0,1,0,8.7089312,76.8119089,TB JN,Rural,Town,Single,yes,In Open area,Sunny/Clear,NA,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Private Bus,Lorry
IDUKKI,Vellathooval,2567/2000,09/01/2020,08/01/2020,11:30:00,13:00:00,"279,337",Grevious Injury,0,1,0,0,0,8.7769,76.8793,NEAR ARYAS HOTEL KILIMANOOR,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
IDUKKI,Adimali,2568/2000,25/01/2020,24/01/2020,16:45:00,14:45:00,MO(Death),Grevious Injury,0,1,0,1,0,8.515757,77.020404,PEYAD ,Rural,Village,Single,no,Near hospital,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Others,Good,Uncontrolled,Scooter,Private Bus
IDUKKI,Kaliyar,2569/2000,16/01/2020,14/01/2020,13:45:00,13:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.605777,76.897418,KATTAIKONAM,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Hit from Back,Bypass,Straight Road,Good,Uncontrolled,Motor Cycle,Private Bus
IDUKKI,Adimali,2570/2000,11/01/2020,09/01/2020,11:00:00,12:00:00,"279,337",Grevious Injury,0,1,0,0,0,8.706,76.924,ESTATEMUKKU,Rural,Village,Double,no,Near or inside a village,Cloudy,T- Junction,Hit from Side,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Adimali,2571/2000,21/01/2020,16/01/2020,14:00:00,16:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.769024,76.967865,ALAVALAVU ,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit and run,Other Road,Curved Road,Good,Police controlled,Scooter,Car
IDUKKI,Kaliyar,2572/2000,13/01/2020,09/01/2020,09:40:00,15:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.754159,76.942284,AYIRAVALLI JN KALLARA,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Hit and run,Other Road,Others,Good,Police controlled,Motor Cycle,Car
IDUKKI,Adimali,2573/2000,10/01/2020,08/01/2020,14:30:00,18:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.746746,76.942841,THARATTA,Rural,Village,Single,no,Near hospital,Sunny/Clear,NA,Hit and run,Other Road,Straight Road,Good,Police controlled,Car,School Bus
IDUKKI,Adimali,2574/2000,04/01/2020,31/12/2020,10:30:00,16:15:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.677806,77.067692,DHARHA,Rural,Village,Double,no,Narrow bridge or culverts,Sunny/Clear,NA,Hit from Side,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Lorry
IDUKKI,Adimali,2575/2000,03/01/2020,02/01/2020,12:00:00,09:00:00,"279,337,338,134(a+b)",Grevious Injury,0,1,0,0,0,8.689714,76.876952,NELLIMOODU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Back,Other Road,Straight Road,Good,Uncontrolled,Scooter,Scooter
IDUKKI,Muttom,2576/2000,09/01/2020,08/01/2020,17:16:00,21:10:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.502854,77.070946,KILLY,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Police controlled,Scooter,Private Bus
IDUKKI,Muttom,2577/2000,20/01/2020,04/01/2020,17:00:00,09:30:00,"279,337,338",Grevious Injury,0,1,1,1,0,8.507723,77.081794,KATTAKADA,Rural,Village,Single,no,Near bus stop,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Straight Road,Good,Police controlled,Motor Cycle,Car
IDUKKI,Muttom,2578/2000,14/01/2020,06/12/2020,20:10:00,10:10:00,"337,338",Grevious Injury,0,1,0,0,0,8.7659,76.8745,PUTHIYAKAVU,Rural,Village,Single,no,In Open area,Sunny/Clear,Y- junction,Head on Collision,State Highway,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Thodupuzha,2579/2000,02/01/2020,26/12/2020,15:00:00,00:01:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.574733,77.014753,MYLAMOODU,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Head on Collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Private Bus
IDUKKI,Peruvanthanam,2580/2000,18/01/2020,17/01/2020,20:40:00,16:40:00,"279,337,338",Fatal,1,0,0,0,0,8.721758,76.83576,VANCHIYOOR,Rural,Village,Double,no,Market/Commercial area,Sunny/Clear,NA,Head on Collision,State Highway,Others,Good,Uncontrolled,Motor Cycle,Scooter
IDUKKI,Vandanmedu,2581/2000,07/01/2020,31/12/2020,15:35:00,21:30:00,"279,337,338",Minor Injury,0,0,4,0,0,8.355682,77.142866,IDICHAKKAPLAMOODU,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Other,National Highway,Others,Good,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Thodupuzha,2582/2000,03/01/2020,03/01/2020,16:45:00,12:45:00,279,Grevious Injury,0,1,0,0,0,8.616594,76.900649,MARYMATHA SCHOOL JUNCTION,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit from Side,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Vandanmedu,2583/2000,11/01/2020,08/01/2020,17:30:00,08:45:00,"279,338",Grevious Injury,0,1,0,1,0,8.755744,76.859179,CHEMMARATHUMUKKU,Rural,Village,Double,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,State Highway,Others,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Vellathooval,2584/2000,23/01/2020,22/01/2020,14:00:00,19:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.540271,77.047387,MULAYARA,Rural,Village,Single,no,In Residential area,Mist/Fog,T- Junction,Hit Pedestrian,Other Road,Others,Poor,Uncontrolled,Auto rickshaw,School Bus
IDUKKI,Udummbanchola  PS,2585/2000,14/01/2020,14/01/2020,15:32:00,17:30:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,8.4601,77.0622,OORUTTAMBALAM,Rural,Village,Single,no,Other,Sunny/Clear,NA,Hit from Back,Other Road,Others,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Nedumkandam,2586/2000,16/01/2020,15/01/2020,16:00:00,07:00:00,"279,337,338",Grevious Injury,0,2,0,0,0,8.511609,77.010687,PALLIMUKKU,Rural,Village,Single,no,Institutional Area,Sunny/Clear,T- Junction,Head on Collision,Other Road,Others,Good,Uncontrolled,Motor Cycle,Tipper
IDUKKI,Vellathooval,2587/2000,08/01/2020,06/01/2020,13:30:00,20:03:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.5049,77.192219,THATTANMUKKU,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kumali,2588/2000,02/01/2020,30/12/2020,12:00:00,19:00:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.6891843,76.8189859,NALUMUKKU,Rural,Town,Single,yes,In Open area,Sunny/Clear,Four arm junction,Hit Pedestrian,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Cumbummettu,2589/2000,07/01/2020,04/01/2020,15:00:00,08:16:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.6720785,76.8321427,18TH MILE KORANI,Rural,Village,Single,no,In Open area,Sunny/Clear,Y- junction,Hit from Side,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Kattappana,2590/2000,19/01/2020,11/01/2020,12:15:00,19:15:00,"279,337",Grevious Injury,0,1,0,0,0,8.735655,76.84926,NAGAROOR,Rural,Village,Double,no,Near hospital,Mist/Fog,NA,Head on Collision,Other Road,Others,Not Known,Uncontrolled,Motor Cycle,Scooter
IDUKKI,Upputhara,2591/2000,26/01/2020,24/01/2020,07:00:00,10:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.7727,76.8798,KILIMANOOR,Rural,Town,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Thankamoney,2592/2000,06/01/2020,03/01/2020,14:45:00,10:15:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.602442,76.897718,KATTAIKONAM,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,Bypass,Straight Road,Good,Uncontrolled,Car,Motor Cycle
IDUKKI,Udummbanchola  PS,2593/2000,10/01/2020,08/01/2020,00:36:00,18:30:00,"279,337,338",Fatal,2,0,0,0,0,8.562879,77.122999,PARUTHIPALLI,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Kattappana,2594/2000,08/01/2020,05/01/2020,13:45:00,12:31:00,"279,337",Grevious Injury,0,1,0,1,0,8.7020743,76.8118817,KATCHERY JN,Rural,Town,Single,yes,In Open area,Sunny/Clear,Four arm junction,Hit Pedestrian,National Highway,Straight Road,Good,Police controlled,Car,Car
IDUKKI,Kattappana,2595/2000,17/01/2020,15/01/2020,16:20:00,14:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.705573,77.021695,NANNIYODU,Rural,Village,Double,no,In Open area,Heavy rain,Y- junction,Hit and run,Other Road,Straight Road,Good,Traffic light signal,Scooter,Goods Auto
IDUKKI,Udummbanchola  PS,2596/2000,20/01/2020,18/01/2020,12:00:00,09:30:00,"279,337,338",Grevious Injury,0,1,0,1,0,8.717888,77.027954,KALLIPPARA,Rural,Village,Double,no,In Open area,Sunny/Clear,T- Junction,Hit Pedestrian,Other Road,Straight Road,Good,Police controlled,Scooter,Motor Cycle
IDUKKI,Idukki,2597/2000,20/01/2020,11/01/2020,13:30:00,16:30:00,"279,338",Fatal,1,0,0,0,0,8.721983,76.827518,PUTHIYATHADAM,Rural,Village,Double,no,Near a religious place,Sunny/Clear,NA,Head on Collision,State Highway,Others,Good,Uncontrolled,Motor Cycle,Car
IDUKKI,Kumali,2598/2000,01/01/2020,29/12/2020,12:30:00,19:00:00,279,Grevious Injury,0,1,0,1,0,8.7934,76.8801,MANALETHUPACHA,Rural,Village,Single,no,In Open area,Mist/Fog,NA,Hit Pedestrian,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Kulamavu,2599/2000,25/01/2020,24/01/2020,13:30:00,09:01:00,"279,338",Grevious Injury,0,1,0,0,0,8.554204,76.976254,6 TH STONE KARAKULAM,Rural,Village,Double,no,In Open area,Sunny/Clear,NA,Head on Collision,State Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Motor Cycle
IDUKKI,Thodupuzha,2600/2000,10/01/2020,08/01/2020,15:09:00,21:45:00,"279,338",Grevious Injury,0,1,0,0,0,8.631685,77.070351,CHETTIYAMPARA,Rural,Village,Double,no,Other,Mist/Fog,T- Junction,Skidding,Other Road,Curved Road,Good,Uncontrolled,Motor Cycle,Others
IDUKKI,Kattappana,2601/2000,14/01/2020,13/01/2020,18:00:00,21:30:00,"279,337",Grevious Injury,0,1,0,0,0,8.569405,77.057514,NEAR PAZHAYAVEETTUMOOZHY TEMPLE ARCH,Rural,Village,Double,no,Other,Mist/Fog,T- Junction,Right-angled collision,Other Road,Straight Road,Good,Uncontrolled,Motor Cycle,Auto rickshaw
IDUKKI,Kattappana,2602/2000,10/01/2020,06/01/2020,17:57:00,00:30:00,"279,338",Grevious Injury,0,1,0,0,0,8.559794,77.058842,NALUMUKKU VELLANAD,Rural,Village,Double,no,In Residential area,Mist/Fog,Four arm junction,Other,Other Road,Straight Road,Good,Uncontrolled,Scooter,Car
IDUKKI,Kattappana,2603/2000,03/01/2020,02/01/2020,10:00:00,17:50:00,"279,337",Grevious Injury,0,1,0,0,0,8.734924,76.858815,GANAPATHIYAMKONAM,Rural,Village,Double,no,Near bus stop,Sunny/Clear,Y- junction,Head on Collision,Other Road,Others,Good,Uncontrolled,Scooter,Scooter
IDUKKI,Kattappana,2604/2000,07/01/2020,06/01/2020,15:15:00,18:30:00,"279,337,338,134(a+b)",Grevious Injury,0,1,1,0,0,8.525564,77.040762,VILAPPILSALA JUCTION ,Rural,Village,Single,no,Near a religious place,Sunny/Clear,T- Junction,Right-angled collision,Other Road,Others,Good,Uncontrolled,Scooter,Car
IDUKKI,Kattappana,2605/2000,03/01/2020,03/01/2020,17:00:00,20:30:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.602224,76.921422,MARUTHUMOODU,Rural,Village,Single,no,In Open area,Mist/Fog,NA,Hit and run,Other Road,Others,Poor,Uncontrolled,Scooter,Scooter
IDUKKI,Vandiperiyar,2606/2000,05/01/2020,03/01/2020,11:53:00,03:00:00,"279,337,338",Fatal,1,0,0,0,0,8.570321,77.065654,KOTTAYANIMOODU,Rural,Village,Double,no,Near a religious place,Mist/Fog,NA,Run off the Road,Other Road,Curved Road,Good,Uncontrolled,Car,Motor Cycle
IDUKKI,Munnar,2607/2000,28/01/2020,24/01/2020,15:15:00,19:35:00,"279,337",Grevious Injury,0,1,0,0,0,8.723788,76.818129,ALAMCODE HSS JN,Rural,Village,Double,no,Institutional Area,Mist/Fog,Y- junction,Head on Collision,State Highway,Others,Not Known,Uncontrolled,Motor Cycle,Goods Auto
IDUKKI,Kattappana,2608/2000,11/01/2020,09/01/2020,11:40:00,21:00:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.719753,76.800443,RAMNAGAR,Rural,Village,Single,no,In Residential area,Mist/Fog,NA,Right-angled collision,Other Road,Straight Road,Good,Police controlled,Motor Cycle,Motor Cycle
IDUKKI,Karimannoor,2609/2000,17/01/2020,16/01/2020,17:00:00,21:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.612408,76.903358,NEAR PLAMOODU JN,Rural,Village,Single,no,In Open area,Mist/Fog,NA,Hit from Back,Other Road,Others,Poor,Uncontrolled,Private Bus,Motor Cycle
IDUKKI,Thodupuzha,2610/2000,07/01/2020,06/01/2020,17:19:00,19:30:00,"279,337,338",Fatal,1,0,0,0,0,8.413696,77.119433,VADAKARA,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Other,Other Road,Others,Good,Uncontrolled,Scooter,Motor Cycle
IDUKKI,Kattappana,2611/2000,13/01/2020,13/01/2020,12:10:00,19:30:00,"279,337,304(A)",Grevious Injury,0,1,0,0,0,8.611459,76.88377,NEAR PANIMOOLA TEMPLE,Rural,Village,Single,no,Near a religious place,Mist/Fog,NA,Hit and run,Other Road,Others,Good,Uncontrolled,Motor Cycle,Private Bus
IDUKKI,Thodupuzha,2612/2000,22/01/2020,22/01/2020,15:12:00,19:00:00,"279,337,134(a+b)",Grevious Injury,0,1,0,1,0,8.687684,76.773713,NILAKKAMUKKU,Rural,Village,Single,yes,Near bus stop,Cloudy,NA,Hit Pedestrian,Other Road,Ongoing Road Works/Under Construction,Good,Police controlled,Motor Cycle,Container
IDUKKI,Idukki,2613/2000,04/01/2020,31/12/2020,17:50:00,19:30:00,"279,337,S.3(1)R/W S.181",Grevious Injury,0,1,0,0,0,8.731162,76.790336,KAVALAYOOR,Rural,Village,Single,no,In Open area,Sunny/Clear,NA,Right turn collision,Other Road,Straight Road,Good,Police controlled,Motor Cycle,Motor Cycle
IDUKKI,Karimkunnam,2614/2000,24/01/2020,24/01/2020,15:45:00,12:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.712509,76.793501,THOPPICHANTHA JUCTION,Rural,Village,Single,no,Near bus stop,Sunny/Clear,NA,Skidding,Other Road,Straight Road,Good,Police controlled,Scooter,Car
IDUKKI,Nedumkandam,2615/2000,07/01/2020,06/01/2020,22:25:00,14:30:00,"279,337,338",Grevious Injury,0,1,1,0,0,8.345289,77.151093,NEAR IRANI HOTAL ,Rural,City,Double,no,Near hospital,Sunny/Clear,NA,Other,National Highway,Straight Road,Good,Uncontrolled,Motor Cycle,Scooter
IDUKKI,Nedumkandam,2616/2000,01/01/2020,18/05/2019,17:37:00,18:45:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.4200799,77.158323,ARUVIYODU,Rural,Village,Single,no,Other,Sunny/Clear,T- Junction,Hit and run,Other Road,Curved Road,Good,Uncontrolled,Scooter,Car
ERNAKULAM CITY,Elamakkara,2617/2000,26/01/2020,17/01/2020,17:48:00,18:30:00,"279,338",Grevious Injury,0,1,0,0,0,8.414482,77.108474,POOVANKLA,Rural,Village,Single,no,Other,Sunny/Clear,NA,Skidding,Other Road,Others,Good,Uncontrolled,Motor Cycle,Motor Cycle
ERNAKULAM CITY,Hill Palace (Thrippunnithura),2618/2000,12/01/2020,12/01/2020,12:00:00,20:40:00,"279,304(A)",Grevious Injury,0,1,0,0,0,8.525555,77.121701,ARUVIKKUZHI,Rural,Village,Single,no,Near office complex,Sunny/Clear,NA,Hit from Back,Other Road,Straight Road,Good,Police controlled,Goods Auto,Auto rickshaw
ERNAKULAM CITY,Hill Palace (Thrippunnithura),2619/2000,19/01/2020,14/01/2020,17:00:00,15:30:00,"279,338",Grevious Injury,0,1,1,0,0,8.622337,76.905863,NEAR NANNATTUKAVU MOSQUE,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Hit and run,Other Road,Others,Good,Uncontrolled,Auto rickshaw,Motor Cycle
ERNAKULAM CITY,Hill Palace (Thrippunnithura),2620/2000,14/01/2020,30/12/2020,16:30:00,08:30:00,"279,338",Grevious Injury,0,1,0,1,0,8.616418,76.897298,INFRONT OF  JUMBO ELECTRICALSPOTHENCODE,Rural,Village,Single,no,Market/Commercial area,Sunny/Clear,NA,Hit Pedestrian,Bypass,Others,Good,Uncontrolled,Scooter,Car
ERNAKULAM CITY,Hill Palace (Thrippunnithura),2621/2000,15/01/2020,14/01/2020,12:15:00,19:20:00,279,Grevious Injury,0,1,0,0,0,8.735702,76.849331,NAGAROOR,Rural,Village,Double,no,Near hospital,Mist/Fog,NA,Head on Collision,State Highway,Others,Not Known,Uncontrolled,Scooter,Jeep
ERNAKULAM CITY,Ernakulam Central ,2622/2000,15/01/2020,15/01/2020,15:09:00,10:30:00,"279,338,304(A)",Grevious Injury,0,1,0,0,0,8.536688,77.086758,POOVACHAL,Rural,Village,Single,no,Near a religious place,Sunny/Clear,NA,Skidding,Other Road,Straight Road,Good,Police controlled,Scooter,Car
ERNAKULAM CITY,Infopark,2623/2000,06/01/2020,04/01/2020,13:31:00,08:00:00,"279,337,338",Grevious Injury,0,1,0,0,0,8.533368,77.123433,KALIVILAKOM KALLIKKAD,Rural,Village,Single,no,In Open area,Sunny/Clear,T- Junction,Hit from Side,State Highway,Straight Road,Good,Uncontrolled,Auto rickshaw,Car
